,node id,x,y,issue
0,12234207233,-276.0246384771844,54.10127252577663,False
1,12289740803,-365.6747552235882,-52.89902202460619,False
2,12234207236,-160.16818065836003,95.80155377701136,False
3,12289740806,-276.27943275784213,28.386470152594317,False
4,12289740810,-181.80321259390294,95.05571318868117,False
5,12289740811,-363.2841853633018,28.66476887887486,False
6,12289740813,-365.84711606034716,12.389859325332473,False
7,12234207240,-160.3929991399778,111.4196783351079,False
8,12234207255,-181.63085175714397,257.8493365241066,False
9,12234207254,-159.87591663076597,258.12763525117816,False
10,12289740826,-303.1227595303096,13.157963812081507,False
11,12289740827,-303.6548299385089,28.34194235575665,False
12,12291287068,426.36075751581836,-146.30720674927707,False
13,12291287074,242.16697506056408,-99.21906214396259,False
14,12291287075,242.4292632901831,-133.20490268324264,False
15,12291287076,225.70276821500943,-133.4498055626859,False
16,12291287077,226.75941508138183,-133.4498055626859,False
17,12291287078,242.3917935432468,-147.57624894491303,False
18,12291287081,226.38471761095394,-148.54472851426766,False
19,12291287084,224.42879681598052,-52.14204948785754,False
20,12291287085,225.98004434361596,-51.57432008450508,False
21,12291287086,242.18945690957779,-52.197709233113656,False
22,12291287087,241.74731389423854,-51.96393830208882,False
23,12291287088,242.86391235549607,-65.60057592463842,False
24,12291287089,241.91218078097125,-65.7452912627789,False
25,12291287090,224.94587932519235,-65.50038838254466,False
26,12291287092,226.38471761095394,-65.8343468548723,False
27,8069007411,227.34394313550496,17.265653022106832,False
28,12291287094,241.44755591768325,13.469658385990304,False
29,8069007414,233.05433258265387,16.29717345196122,False
30,12291287093,242.6990454687634,15.7517079470276,False
31,12234207294,-160.3630233430677,118.98940370892213,False
32,8069007421,428.18928117099534,-50.53904881989396,False
33,12291287100,241.64989255135225,29.64438039822989,False
34,12229036168,-363.47902804800947,95.11137293393726,False
35,12289738891,-365.80964631341084,-133.14924293798654,False
36,12229036177,-365.42745489295663,111.13024765882697,False
37,53090483,-168.98106515971486,-59.41121223618141,False
38,53178606,632.3694266912707,23.098794339817385,False
39,8022282556,-159.29888252666908,-141.62065618748085,False
40,8022282557,-160.50540838185162,-59.1329135091099,False
41,8022282558,-160.01080772058862,21.840884093390837,False
42,8190837055,225.00583092114238,103.79429321603757,False
43,8190837056,233.84869122047223,110.97440037147709,False
44,8190837057,241.2527132329755,103.77202931761875,False
45,8190837065,225.08826436397624,183.23188184583123,False
46,12243636559,427.597259167911,112.55513714102186,False
47,12243636567,426.4132151617422,96.8813528376692,False
48,8192408347,240.91548551054885,192.4268717852369,False
49,8022360497,225.63532267116307,15.317561933397167,False
50,12234207243,-160.2656020001814,190.9017947617392,False
51,8022360518,226.69946348649677,-214.4681309620243,False
52,8180427222,-169.58058111176055,97.10399181869363,False
53,8180427223,-181.76574284696662,103.43807084529112,False
54,8180427225,-169.58807506178678,110.9298725754304,False
55,8180427227,-180.8140112724418,97.42681834260281,False
56,8180427232,-364.1534834939277,175.65102452280757,False
57,8180427233,-181.80321259390294,175.70668426806367,False
58,8180427235,-183.3544601204734,110.45119876496229,False
