,label id,issue label,dx,dy,lng,lat
23,201301,SurfaceProblem,-280.77514293324487,-135.75311714703747,-122.3567771912,47.684803009
24,215694,SurfaceProblem,-263.9087208359609,-151.88982355338737,-122.356552124,47.6846580505
25,215693,SurfaceProblem,-251.3303740573427,-138.30101991623232,-122.3563842773,47.6847801208
26,201298,SurfaceProblem,-217.59754484987607,-134.05451530117125,-122.3559341431,47.6848182678
27,212991,SurfaceProblem,-240.4672574072559,-72.0555924457575,-122.3562393188,47.6853752136
28,213188,SurfaceProblem,305.54726948826806,114.36582658214807,-122.3489532471,47.6870498657
29,213190,SurfaceProblem,317.55387288964414,100.77702294578398,-122.3487930298,47.6869277954
30,5620,SurfaceProblem,-258.19129456933797,190.8028539980455,-122.3564758301,47.6877365112
31,219281,SurfaceProblem,-21.48970177426557,98.86610143476399,-122.3533172607,47.6869106293
32,219286,SurfaceProblem,-59.224742107990096,112.66722473628184,-122.3538208008,47.6870346069
33,213236,SurfaceProblem,-16.344018884884743,194.62470815144226,-122.3532485962,47.6877708435
34,213014,SurfaceProblem,-161.5667314719755,87.61286977029324,-122.3551864624,47.6868095398
35,213012,SurfaceProblem,-160.9949880957984,71.47616336394334,-122.355178833,47.6866645813
36,219288,SurfaceProblem,-148.41664131824518,98.65377063746247,-122.3550109863,47.6869087219
37,219287,SurfaceProblem,-108.39463497389542,99.50307156079108,-122.3544769287,47.6869163513
38,192418,SurfaceProblem,-212.45185446534714,94.40727715454915,-122.3558654785,47.686870575
39,212987,SurfaceProblem,-271.3413847241332,-52.309362682521375,-122.3566513062,47.685552597
40,212990,SurfaceProblem,-247.32817791925112,-72.0555924457575,-122.3563308716,47.6853752136
41,12184,SurfaceProblem,-24.348418654086103,-54.2202841927504,-122.3533554077,47.6855354309
42,12181,SurfaceProblem,-50.07685558643453,-55.494235577743304,-122.3536987305,47.6855239868
43,12207,SurfaceProblem,37.97156436554951,-104.11667446115577,-122.3525238037,47.685087204
44,12199,SurfaceProblem,41.40202462154714,-71.2062915224289,-122.3524780273,47.685382843
45,12201,SurfaceProblem,37.399820989372415,-83.09649331292674,-122.3525314331,47.6852760315
46,12188,SurfaceProblem,15.673587689198712,-53.37098327021277,-122.3528213501,47.6855430603
47,12205,SurfaceProblem,37.97156436554951,-103.26737353782717,-122.3525238037,47.6850948334
48,12202,SurfaceProblem,50.5499111431027,-100.93180156514286,-122.352355957,47.6851158142
49,12200,SurfaceProblem,50.5499111431027,-85.64439608212157,-122.352355957,47.6852531433
50,198604,SurfaceProblem,48.26293763945926,-20.24826953497535,-122.3523864746,47.6858406067
51,198613,SurfaceProblem,126.01997682238546,-49.97377957768933,-122.351348877,47.6855735779
52,201269,SurfaceProblem,299.25809984653296,-144.67076570746718,-122.3490371704,47.6847229004
